episode,decision,candidate,current,attr_argmax_stats_v1_total,attrmix_stats_atom_v1_total,attrmix_stats_hist16_v1_total,j3_q95_v1_total,r1b_mean_v1_total,r1b_q95_v1_total,r1b_stepcvar95_v1_total,truth_h5_v1_total,truth_total
validation_000000,4,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:8|1,382.5,52566.7,51980.5,109563.3,27607.7,15274.5,37254.3,51718.7,22173.0
validation_000000,5,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:10|0,392.4,21266.3,20996.9,44273.3,23615.2,6552.8,27449.6,39613.1,16956.3
validation_000000,5,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:10|1,392.4,21266.3,20996.9,44273.3,23615.2,6552.8,27449.6,39613.1,16956.3
validation_000000,6,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:action:13|0,5447.8,5447.9,5447.9,5650.8,8221.6,5987.9,7659.2,11512.0,5447.8
validation_000000,6,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:action:13|1,5447.8,5447.9,5447.9,5650.8,8221.6,5987.9,7659.2,11512.0,5447.8
validation_000000,6,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:12|0,373.1,373.3,373.3,779.0,5241.3,1754.8,10550.9,16447.4,373.1
validation_000000,6,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:12|1,373.1,373.3,373.3,779.0,5241.3,1754.8,10550.9,16447.4,373.1
validation_000000,6,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:14|0,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3
validation_000000,6,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:14|1,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3
validation_000000,7,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:action:13|1,5447.8,5447.9,5447.9,5650.8,8221.6,5987.9,7659.2,11512.0,5447.8
validation_000000,7,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:api_call:12|1,373.1,373.3,373.3,779.0,5241.3,1754.8,10550.9,16447.4,373.1
validation_000000,8,episode_validation_000000_job_000|QPzmsQ86_HM_langgraph_react_1786934600658:action:13|0,5447.8,5447.9,5447.9,5650.8,8221.6,5987.9,7659.2,11512.0,5447.8
validation_000000,9,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:2|0,14692.1,66876.3,66461.1,124112.8,41633.0,20657.7,41265.0,56837.5,64879.0
validation_000000,9,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:2|1,14692.1,66876.3,66461.1,124112.8,41633.0,20657.7,41265.0,56837.5,64879.0
validation_000000,10,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:3|0,5195.4,57379.5,57130.0,114978.2,40399.1,13316.0,35626.7,49218.9,44363.6
validation_000000,10,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:3|1,5195.4,57379.5,57130.0,114978.2,40399.1,13316.0,35626.7,49218.9,44363.6
validation_000000,11,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:4|0,2430.5,54614.7,54503.2,112522.6,35726.4,14257.3,47260.0,58920.2,40090.4
validation_000000,11,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:4|1,2430.5,54614.7,54503.2,112522.6,35726.4,14257.3,47260.0,58920.2,40090.4
validation_000000,12,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:7|0,4647.3,56831.5,56778.9,114852.4,42900.1,14285.2,36202.5,49580.0,32425.0
validation_000000,12,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:7|1,4647.3,56831.5,56778.9,114852.4,42900.1,14285.2,36202.5,49580.0,32425.0
validation_000000,12,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:6|0,2793.4,54977.6,54977.6,113099.4,39178.1,16242.2,53423.4,61690.8,30571.1
validation_000000,12,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:6|1,2793.4,54977.6,54977.6,113099.4,39178.1,16242.2,53423.4,61690.8,30571.1
validation_000000,13,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:7|1,4647.3,56831.5,56778.9,114852.4,42900.1,14285.2,36202.5,49580.0,32425.0
validation_000000,14,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:9|0,5177.3,57361.5,56763.6,114335.7,48605.5,12958.3,38532.4,52570.1,24260.8
validation_000000,14,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:9|1,5177.3,57361.5,56763.6,114335.7,48605.5,12958.3,38532.4,52570.1,24260.8
validation_000000,14,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:8|0,382.5,52566.7,52428.0,110409.2,32265.6,12399.2,45212.0,57048.3,19466.0
validation_000000,14,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:8|1,382.5,52566.7,52428.0,110409.2,32265.6,12399.2,45212.0,57048.3,19466.0
validation_000000,15,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:9|1,5177.3,57361.5,56763.6,114335.7,48605.5,12958.3,38532.4,52570.1,24260.8
validation_000000,16,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:11|0,5452.0,26325.7,26258.8,49648.9,20609.2,9374.6,19473.9,28663.0,14497.8
validation_000000,16,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:11|1,5452.0,26325.7,26258.8,49648.9,20609.2,9374.6,19473.9,28663.0,14497.8
validation_000000,16,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:10|0,392.4,31703.0,31657.5,66691.6,32895.6,9204.2,29736.3,44741.5,9438.3
validation_000000,16,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:10|1,392.4,31703.0,31657.5,66691.6,32895.6,9204.2,29736.3,44741.5,9438.3
validation_000000,17,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:10|1,392.4,31703.0,31657.5,66691.6,32895.6,9204.2,29736.3,44741.5,9438.3
validation_000000,18,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:13|0,5447.8,15884.7,15227.2,26247.1,7231.5,6007.5,7659.2,11532.6,5447.8
validation_000000,18,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:13|1,5447.8,15884.7,15227.2,26247.1,7231.5,6007.5,7659.2,11532.6,5447.8
validation_000000,18,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:12|0,373.1,10810.1,10696.0,22401.7,5355.8,3486.8,11163.2,16118.4,373.1
validation_000000,18,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:12|1,373.1,10810.1,10696.0,22401.7,5355.8,3486.8,11163.2,16118.4,373.1
validation_000000,18,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:14|0,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3
validation_000000,18,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:14|1,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3
validation_000000,19,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:13|1,5447.8,15884.7,15227.2,26247.1,7231.5,6007.5,7659.2,11532.6,5447.8
validation_000000,19,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:api_call:12|1,373.1,10810.1,10696.0,22401.7,5355.8,3486.8,11163.2,16118.4,373.1
validation_000000,20,episode_validation_000000_job_001|Hw5qjcnhrW4_star_1786937459936:action:13|0,5447.8,15884.7,15227.2,26247.1,7231.5,6007.5,7659.2,11532.6,5447.8
validation_000000,21,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,69366.5
validation_000000,21,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:2|1,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,69366.5
validation_000000,22,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:4|0,6187.7,27194.1,26988.7,45786.0,58122.6,20080.3,45536.4,58973.7,43308.4
validation_000000,22,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:4|1,6187.7,27194.1,26988.7,45786.0,58122.6,20080.3,45536.4,58973.7,43308.4
validation_000000,23,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:6|0,5823.7,26830.2,26690.9,45422.4,54962.6,20337.7,45172.4,57891.1,36124.5
validation_000000,23,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:6|1,5823.7,26830.2,26690.9,45422.4,54962.6,20337.7,45172.4,57891.1,36124.5
validation_000000,24,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:8|0,4988.7,25995.1,25814.3,44587.1,56880.9,19633.4,45207.7,57746.2,29057.4
validation_000000,24,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:8|1,4988.7,25995.1,25814.3,44587.1,56880.9,19633.4,45207.7,57746.2,29057.4
validation_000000,25,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:10|0,5804.5,36886.4,36513.3,51620.2,57483.2,29847.7,47706.3,57080.6,23310.0
validation_000000,25,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:10|1,5804.5,36886.4,36513.3,51620.2,57483.2,29847.7,47706.3,57080.6,23310.0
validation_000000,26,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:12|0,4794.0,26184.7,26002.4,31721.3,39916.2,23913.2,33244.5,36639.4,4794.0
validation_000000,26,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:12|1,4794.0,26184.7,26002.4,31721.3,39916.2,23913.2,33244.5,36639.4,4794.0
validation_000000,26,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:14|0,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5
validation_000000,26,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:14|1,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5,14059.5
validation_000000,27,episode_validation_000000_job_002|g_1oiJqE3OI_langgraph_react_1786940097055:api_call:12|1,4794.0,26184.7,26002.4,31721.3,39916.2,23913.2,33244.5,36639.4,4794.0
validation_000000,28,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:2|0,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,41280.3
validation_000000,28,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:2|1,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,45221.3
validation_000000,29,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:api_call:2|1,14692.1,66876.3,66717.5,124693.3,45715.1,28862.2,52802.3,69312.8,56471.4
validation_000000,29,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:2|1,14692.1,66876.3,66461.1,124112.8,41633.0,20657.7,41265.0,56837.5,32254.0
validation_000000,29,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,30,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:2|0,14692.1,66876.3,66461.1,124112.8,41633.0,20657.7,41265.0,56837.5,32254.0
validation_000000,30,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,66354.8
validation_000000,31,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,31,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:4|1,6187.7,27194.1,27023.5,45784.0,55361.4,15892.8,41821.0,58223.9,26446.9
validation_000000,32,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:5|0,5492.4,57676.6,57028.6,114519.7,50280.3,27708.9,48062.2,58655.7,42739.2
validation_000000,32,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:api_call:4|0,2430.5,54614.7,54435.3,112392.2,45374.9,23811.7,54523.1,70668.8,39677.3
validation_000000,32,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
validation_000000,33,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:5|1,5492.4,57676.6,57028.6,114519.7,50280.3,27708.9,48062.2,58655.7,42739.2
validation_000000,33,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,33,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:4|1,2430.5,54614.7,53764.8,110863.9,34679.6,9804.7,32479.6,47769.9,17984.5
validation_000000,33,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,34,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,34,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:4|1,2430.5,54614.7,53764.8,110863.9,34679.6,9804.7,32479.6,47769.9,17984.5
validation_000000,34,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,35,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:7|0,4647.3,56831.5,56564.0,114439.9,46082.7,25493.7,46841.4,57996.3,34037.2
validation_000000,35,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:api_call:6|0,2793.4,54977.6,54656.1,112467.0,25825.5,21993.6,47893.6,61982.1,32183.3
validation_000000,35,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
validation_000000,35,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|0,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,36,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:7|1,4647.3,56831.5,56564.0,114439.9,46082.7,25493.7,46841.4,57996.3,34037.2
validation_000000,36,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,36,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,36,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:action:7|1,4647.3,56831.5,56757.0,114810.3,44845.2,14401.3,36202.5,49264.5,16710.4
validation_000000,36,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:6|1,2793.4,54977.6,54977.6,113099.4,49155.4,16967.0,53423.4,62990.7,14856.5
validation_000000,37,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
validation_000000,37,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|0,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,37,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:action:7|0,4647.3,56831.5,56757.0,114810.3,44845.2,14401.3,36202.5,49264.5,16710.4
validation_000000,37,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:6|0,2793.4,54977.6,54977.6,113099.4,49155.4,16967.0,53423.4,62990.7,14856.5
validation_000000,38,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
validation_000000,38,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|0,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,38,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:6|0,2793.4,54977.6,54977.6,113099.4,49155.4,16967.0,53423.4,62990.7,14856.5
validation_000000,39,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:9|1,5177.3,46924.7,46578.4,92960.3,49626.6,19901.6,44758.1,58063.9,23198.3
validation_000000,39,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:api_call:8|1,382.5,52566.7,52118.0,109813.9,27113.1,18895.5,45482.8,59706.3,18403.5
validation_000000,39,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,39,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,40,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:9|0,5177.3,46924.7,46578.4,92960.3,49626.6,19901.6,44758.1,58063.9,23198.3
validation_000000,40,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
validation_000000,40,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|0,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,40,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:8|0,382.5,52566.7,52318.0,110195.5,36248.8,13011.8,46009.9,58837.3,11825.6
validation_000000,40,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:9|0,5177.3,46924.7,46521.3,92850.6,37661.7,14408.4,36073.4,51845.0,16620.4
validation_000000,41,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,41,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,41,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:8|1,382.5,52566.7,52318.0,110195.5,36248.8,13011.8,46009.9,58837.3,11825.6
validation_000000,41,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:9|1,5177.3,46924.7,46521.3,92850.6,37661.7,14408.4,36073.4,51845.0,16620.4
validation_000000,41,episode_validation_000000_job_007|8y2Hj7GDcwI_star_1786938264942:api_call:2|1,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,41400.5
validation_000000,42,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,42,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,42,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:9|1,5177.3,46924.7,46521.3,92850.6,37661.7,14408.4,36073.4,51845.0,16620.4
validation_000000,42,episode_validation_000000_job_007|8y2Hj7GDcwI_star_1786938264942:api_call:2|1,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,41400.5
validation_000000,43,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,43,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,43,episode_validation_000000_job_007|8y2Hj7GDcwI_star_1786938264942:api_call:2|1,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,41400.5
validation_000000,43,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:11|1,5452.0,36762.6,36528.0,71388.2,33645.3,11391.7,31312.9,43164.1,16632.2
validation_000000,44,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,44,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,44,episode_validation_000000_job_007|8y2Hj7GDcwI_star_1786938264942:api_call:2|1,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,41400.5
validation_000000,44,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:action:14|1,227.3,227.3,227.3,430.2,2594.7,893.0,4017.2,7668.1,227.3
validation_000000,44,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:13|1,5447.8,15884.8,15540.6,27036.4,16450.3,7696.6,19477.4,25321.1,5447.8
validation_000000,44,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:15|1,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2
validation_000000,45,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|1,22508.2,75023.6,72742.3,119968.8,75441.4,39510.2,75839.2,85321.3,70208.1
validation_000000,45,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|1,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,45,episode_validation_000000_job_007|8y2Hj7GDcwI_star_1786938264942:api_call:2|1,22508.2,43514.6,43254.7,62104.1,62958.9,33509.0,65078.0,80026.4,41400.5
validation_000000,45,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:action:14|1,227.3,227.3,227.3,430.2,2594.7,893.0,4017.2,7668.1,227.3
validation_000000,45,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:13|1,5447.8,15884.8,15540.6,27036.4,16450.3,7696.6,19477.4,25321.1,5447.8
validation_000000,46,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:action:11|0,5452.0,26325.7,26237.7,49608.4,19755.9,10562.9,26112.7,31162.4,11624.2
validation_000000,46,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:api_call:10|0,392.4,31703.0,31585.0,66552.5,21609.2,10507.9,34386.0,44322.3,6564.7
validation_000000,46,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
validation_000000,46,episode_validation_000000_job_003|Q0B5dLHDQ2w_star_1786940731808:api_call:6|0,5823.7,26830.2,26666.7,45422.3,50787.0,15336.4,40705.7,55215.6,23386.3
validation_000000,46,episode_validation_000000_job_007|8y2Hj7GDcwI_star_1786938264942:api_call:2|0,26517.9,47524.3,47264.4,66113.8,66968.5,37518.7,69087.7,84036.1,45410.2
validation_000000,46,episode_validation_000000_job_005|UyaKyS2wTQk_star_1786939773993:api_call:13|0,5447.8,15884.8,15540.6,27036.4,16450.3,7696.6,19477.4,25321.1,5447.8
validation_000000,47,episode_validation_000000_job_004|FvZFBZB10LA_langgraph_react_1786938864185:api_call:10|0,392.4,31703.0,31585.0,66552.5,21609.2,10507.9,34386.0,44322.3,6564.7
validation_000000,47,episode_validation_000000_job_006|IKtnfFHjERg_langgraph_react_1786935581894:api_call:2|0,26517.9,79033.3,76752.0,123978.5,79451.1,43519.9,79848.9,89331.0,74217.8
